battery_id,cycle,voltage,temperature,capacity,soh,rul,health_label,degradation_pct,voltage_drop,soh_lag_1,soh_lag_3,temp_capacity,health_encoded
B0005,147,3.46838,33.0677,1.32127,0.709606,21,Critical,29.04,-0.000360000000000138,0.715092,0.718086,43.691359979,0
B0005,148,3.47345,33.3266,1.32159,0.70978,20,Critical,29.02,0.005070000000000352,0.709606,0.718012,44.044101294,0
B0005,149,3.46954,33.2694,1.32136,0.709656,19,Critical,29.03,-0.003910000000000302,0.70978,0.715092,43.960854384,0
B0005,150,3.4677,32.8819,1.32694,0.712652,18,Critical,28.73,-0.0018400000000000638,0.709656,0.709606,43.632308386000005,0
B0005,151,3.47168,33.3239,1.35752,0.729077,17,Critical,27.09,0.003980000000000317,0.712652,0.70978,45.237860728,0
B0005,152,3.47554,33.3214,1.34791,0.723913,16,Critical,27.61,0.0038599999999999746,0.729077,0.709656,44.914248273999995,0
B0005,153,3.47779,33.0536,1.33213,0.715439,15,Critical,28.46,0.0022500000000000853,0.723913,0.712652,44.031692168000006,0
B0005,154,3.47269,33.1301,1.32676,0.712555,14,Critical,28.74,-0.0051000000000001044,0.715439,0.729077,43.955691476,0
B0005,155,3.46685,33.1813,1.31604,0.706797,13,Critical,29.32,-0.005840000000000067,0.712555,0.723913,43.667918052000005,0
B0005,156,3.47326,33.0847,1.31655,0.707069,12,Critical,29.29,0.006409999999999805,0.706797,0.715439,43.557661785,0
B0005,157,3.46283,33.0512,1.31063,0.703894,11,Critical,29.61,-0.01042999999999994,0.707069,0.712555,43.317894256,0
B0005,158,3.46864,32.9708,1.31619,0.706878,10,Critical,29.31,0.005810000000000315,0.703894,0.706797,43.39583725199999,0
B0005,159,3.46964,33.0569,1.30615,0.701486,9,Critical,29.85,0.0009999999999998899,0.706878,0.707069,43.177269935,0
B0005,160,3.46556,33.1332,1.31169,0.704459,8,Critical,29.55,-0.0040800000000000836,0.701486,0.703894,43.460487108,0
B0005,161,3.46568,33.1306,1.30649,0.701667,7,Critical,29.83,0.00011999999999989797,0.704459,0.706878,43.284797594,0
B0005,162,3.46606,33.1848,1.30624,0.701537,6,Critical,29.85,0.000380000000000269,0.701667,0.701486,43.347313152000005,0
B0005,163,3.46255,33.2377,1.30125,0.698852,5,Critical,30.11,-0.003510000000000346,0.701537,0.704459,43.25055712499999,0
B0005,164,3.46613,33.2177,1.2966,0.696357,4,Critical,30.36,0.0035800000000003607,0.698852,0.701667,43.07006982,0
B0005,165,3.46936,33.155,1.29113,0.693422,3,Critical,30.66,0.003229999999999844,0.696357,0.701537,42.807415150000004,0
B0005,166,3.46068,33.288,1.29577,0.695911,2,Critical,30.41,-0.008680000000000021,0.693422,0.698852,43.13359176,0
B0005,167,3.47044,33.588,1.31211,0.704686,1,Critical,29.53,0.009759999999999991,0.695911,0.696357,44.07115068,0
B0005,168,3.47572,33.6446,1.3282,0.713328,0,Critical,28.67,0.005279999999999951,0.704686,0.693422,44.686757719999996,0
B0006,1,3.55377,32.1829,2.06137,1.0,154,Healthy,0.0,0.0,1.0,1.0,66.340864573,2
B0006,2,3.56148,32.2931,2.04187,0.990543,153,Healthy,0.95,0.007709999999999884,1.0,0.990543,65.938312097,2
B0006,3,3.56675,32.2441,2.03002,0.984793,152,Healthy,1.52,0.005269999999999886,0.990543,0.984793,65.456167882,2
B0006,4,3.56564,32.186,2.02795,0.983791,151,Healthy,1.62,-0.0011099999999997223,0.984793,1.0,65.2715987,2
B0006,5,3.56397,32.0669,2.01722,0.978585,150,Healthy,2.14,-0.0016700000000002824,0.983791,0.990543,64.685992018,2
B0006,6,3.57355,32.0345,2.03057,0.985059,149,Healthy,1.49,0.009580000000000144,0.978585,0.984793,65.048294665,2
B0006,7,3.57114,32.1116,2.02974,0.984657,148,Healthy,1.53,-0.002409999999999801,0.985059,0.983791,65.178198984,2
B0006,8,3.56815,32.1126,1.98542,0.963157,147,Healthy,3.68,-0.002990000000000048,0.984657,0.978585,63.756998292,2
B0006,9,3.56928,32.0357,1.97342,0.957338,146,Healthy,4.27,0.0011299999999998533,0.963157,0.985059,63.219891094,2
B0006,10,3.56014,32.0349,1.98311,0.962036,145,Healthy,3.8,-0.009139999999999926,0.957338,0.984657,63.528730539,2
B0006,11,3.56666,31.8741,1.96213,0.951859,144,Healthy,4.81,0.006520000000000081,0.962036,0.963157,62.541127833,2
B0006,12,3.5687,32.121,1.94002,0.941136,143,Healthy,5.89,0.0020400000000000418,0.951859,0.957338,62.315382420000006,2
B0006,13,3.56921,32.1102,1.92855,0.935571,142,Healthy,6.44,0.0005099999999997884,0.941136,0.962036,61.92612621,2
B0006,14,3.56593,31.9891,1.92842,0.935506,141,Healthy,6.45,-0.0032800000000001717,0.935571,0.951859,61.688420222000005,2
B0006,15,3.56124,31.8788,1.91759,0.930252,140,Healthy,6.97,-0.004689999999999639,0.935506,0.941136,61.130468091999994,2
B0006,16,3.55788,31.7675,1.90574,0.924503,139,Healthy,7.55,-0.0033600000000002517,0.930252,0.935571,60.54059545,2
B0006,17,3.55945,31.8308,1.90407,0.923693,138,Healthy,7.63,0.0015700000000000713,0.924503,0.935506,60.608071355999996,2
B0006,18,3.55579,31.87,1.89338,0.918509,137,Healthy,8.15,-0.0036599999999999966,0.923693,0.930252,60.342020600000005,2
B0006,19,3.55809,31.8904,1.87287,0.90856,136,Healthy,9.14,0.0022999999999999687,0.918509,0.924503,59.726573448,2
B0006,20,3.56271,31.5484,2.00554,0.972919,135,Healthy,2.71,0.0046200000000000685,0.90856,0.923693,63.271578135999995,2
B0006,21,3.57081,31.8745,1.97423,0.957729,134,Healthy,4.23,0.008099999999999774,0.972919,0.918509,62.927594135,2
B0006,22,3.56668,31.5391,1.96238,0.951979,133,Healthy,4.8,-0.004129999999999967,0.957729,0.90856,61.891699058,2
B0006,23,3.56356,31.2585,1.95024,0.946089,132,Healthy,5.39,-0.0031200000000000117,0.951979,0.972919,60.96157704,2
B0006,24,3.57105,31.119,1.95124,0.946578,131,Healthy,5.34,0.007490000000000219,0.946089,0.957729,60.72063756,2
B0006,25,3.56663,31.0332,1.90669,0.924964,130,Healthy,7.5,-0.0044200000000000905,0.946578,0.951979,59.170692108000004,2
B0006,26,3.55274,31.0012,1.89517,0.919375,129,Healthy,8.06,-0.013889999999999958,0.924964,0.946089,58.752544204,2
B0006,27,3.5561,30.9214,1.88479,0.914343,128,Healthy,8.57,0.0033599999999998076,0.919375,0.946578,58.280345505999996,2
B0006,28,3.55441,30.8945,1.87243,0.908345,127,Healthy,9.17,-0.0016899999999999693,0.914343,0.924964,57.847788635,2
B0006,29,3.5457,31.0149,1.85988,0.902255,126,Healthy,9.77,-0.008709999999999773,0.908345,0.919375,57.683992212,2
B0006,30,3.55832,30.9317,1.87371,0.908964,125,Healthy,9.1,0.012620000000000076,0.902255,0.914343,57.957035607,2
B0006,31,3.55586,31.101,1.93311,0.937783,124,Healthy,6.22,-0.0024600000000001288,0.908964,0.908345,60.12165411,2
B0006,32,3.55547,31.291,1.89047,0.917097,123,Healthy,8.29,-0.00038999999999989043,0.937783,0.902255,59.15469677,2
B0006,33,3.54526,31.1313,1.86883,0.906598,122,Healthy,9.34,-0.010210000000000274,0.917097,0.908964,58.179107379,2
B0006,34,3.53981,30.813,1.85277,0.898806,121,Warning,10.12,-0.005449999999999733,0.906598,0.937783,57.08940201,1
B0006,35,3.53452,30.7125,1.83204,0.888749,120,Warning,11.13,-0.005290000000000017,0.898806,0.917097,56.26652849999999,1
B0006,36,3.53149,31.2867,1.82705,0.886328,119,Warning,11.37,-0.0030300000000003102,0.888749,0.906598,57.162365235,1
B0006,37,3.52618,31.0484,1.81065,0.878373,118,Warning,12.16,-0.005309999999999704,0.886328,0.898806,56.21778546,1
B0006,38,3.52054,30.9501,1.79456,0.870567,117,Warning,12.94,-0.005640000000000089,0.878373,0.888749,55.541811456,1
B0006,39,3.51832,30.7923,1.78462,0.865745,116,Warning,13.43,-0.0022199999999998887,0.870567,0.886328,54.952554426000006,1
B0006,40,3.51309,31.088,1.77912,0.863077,115,Warning,13.69,-0.005230000000000068,0.865745,0.878373,55.30928256,1
B0006,41,3.51521,31.6786,1.76371,0.855605,114,Warning,14.44,0.002120000000000122,0.863077,0.870567,55.871863606000005,1
B0006,42,3.50958,31.8756,1.75288,0.85035,113,Warning,14.96,-0.005630000000000024,0.855605,0.865745,55.874101728,1
B0006,43,3.51298,31.5118,1.77099,0.859133,112,Warning,14.09,0.0034000000000000696,0.85035,0.863077,55.807082682,1
B0006,44,3.51689,31.4076,1.78469,0.865783,111,Warning,13.42,0.003909999999999858,0.859133,0.855605,56.052829644,1
